method,dataset,dimensions,hits@5,hits@25,hits@50,time,device
dothash,cddb,100,0.7372549019607844,0.8156862745098039,0.8666666666666667,0.022369013862426183,cpu
dothash,cddb,200,0.8,0.8784313725490196,0.8862745098039215,0.028409167179232333,cpu
dothash,cddb,300,0.8352941176470589,0.8862745098039215,0.8941176470588236,0.03259087578584249,cpu
